00 05 0
00 05 0
00 05 0
00 05 0
00 05 0
00 05 0
00 05 0
00 05 0
00 05 0
00 05 0
00 05 1
07 05 0
07 05 0
07 05 0
07 05 0
07 05 0
07 05 0
07 05 0
07 05 0
07 05 0
07 05 0
07 05 0
07 05 0
07 05 0
07 05 0
07 05 0
07 05 0
07 05 0
07 05 0
07 05 0
07 05 0
07 05 0
07 05 0
07 05 0
07 05 0
07 05 0
07 05 0
07 05 0
07 05 0
07 05 0
07 05 0
07 05 0
07 05 0
07 05 0
07 05 0
07 05 0
07 05 0
07 05 0
07 05 0
07 05 0
07 05 0
07 05 0
07 05 0
07 05 0
07 05 0
07 05 0
07 05 0
07 05 0
07 05 0
07 05 0
07 05 0
07 05 0
07 05 0
07 05 0
07 05 0
07 05 0
07 05 0
07 05 0
07 05 0
07 05 0
00 05 1
00 05 0
00 05 0
00 05 0
00 05 0
00 05 0
00 05 0
00 05 0
00 05 0
00 05 0
00 05 0
00 05 0
00 05 0
00 05 0
00 05 0
00 05 0
00 05 0
00 05 0
00 05 0
00 05 0
00 05 0
00 05 0
00 05 0
00 05 0
00 05 0
00 05 0
00 05 0
00 05 0
00 05 0
00 05 0
00 05 0
00 05 0
00 05 0
00 05 0
00 05 0
00 05 0
00 05 0
00 05 0
00 05 0
00 05 0
00 05 0
00 05 0
00 05 0
00 05 0
00 05 0
00 05 0
00 05 0
00 05 0
00 05 0
00 05 0
00 05 0
00 05 0
00 05 0
00 05 0
00 05 0
00 05 0
00 05 0
00 05 0
00 05 0
00 05 0
00 05 0
00 05 0
00 05 0
00 05 0
00 05 0
00 05 0
00 05 0
00 05 0
00 05 0
00 05 0
00 05 0
00 05 0
00 05 0
00 05 0
00 05 0
00 05 0
00 05 0
00 05 0
00 05 0
00 05 0
00 05 0
00 05 0
00 05 0
00 05 0
00 05 0
00 05 0
00 05 0
00 05 0
00 05 0
00 05 0
00 05 0
00 05 0
00 05 0
00 05 0
00 05 0
00 05 0
00 05 0
00 05 0
00 05 0
00 05 0
00 05 0
00 05 0
00 05 0
00 05 0
00 05 0
00 05 0
00 05 0
00 05 0
00 05 0
00 05 0
00 05 0
00 05 0
00 05 0
00 05 0
00 05 0
00 05 0
00 05 0
00 05 0
00 05 0
00 05 0
00 05 0
00 05 0
00 05 0
00 05 0
00 05 0
00 05 0
00 05 0
00 05 0
00 05 0
00 05 0
00 05 0
00 05 0
00 05 0
00 05 0
00 05 0
00 05 0
00 05 0
00 05 0
00 05 0
00 05 0
00 05 0
00 05 0
00 05 0
00 05 0
00 05 0
00 05 0
00 05 0
00 05 0
00 05 0
00 05 0
00 05 0
00 05 0
00 05 0
00 05 0
00 05 0
00 05 0
00 05 0
00 05 0
00 05 0
00 05 0
